id,input_text,target_language,human_translated_text,clean_text,detected_lang,moderation_status,tone,domain,OpenAI_Trans,OpenAI_Tokens,Gemini_Trans,Gemini_Tokens,BLEU_OpenAI,BLEU_Gemini,Cosine_OpenAI,Cosine_Gemini,AvgMetric_OpenAI,AvgMetric_Gemini,Best,Best_Tokens,Accuracy(%),Classification
273,I have no idea.,ta,விளக்கை அணைக்கவும்,I have no idea.,pt,approved,Neutral,General,எனக்கு எந்த ஐடியும் இல்லை.,32,,0,0.0,0.0,0.3153,0.0,0.1576,0.0,OpenAI,32,15.76,No
274,I have no time.,ta,விளக்கை போடவும்,I have no time.,it,approved,Neutral,General,எனக்கு நேரம் இல்லை.,30,,0,0.0,0.0,0.5393,0.0,0.2696,0.0,OpenAI,30,26.96,No
275,I have to think about it.,ta,பேசுவதற்கு முன் இரண்டு முறை சிந்தியுங்கள்,I have to think about it.,en,approved,Neutral,General,நான் இதைப் பற்றி யோசிக்க வேண்டும்.,36,,0,0.0,0.0,0.6129,0.0,0.3064,0.0,OpenAI,36,30.64,No
276,I missed you very much.,ta,இப்படி நல்லது தொடரட்டும்,I missed you very much.,en,approved,Slang/Code-Mixed,Chat,நான் உன்னை மிகவும் தவறாக நினைத்தேன்.,36,,0,0.0,0.0,0.7292,0.0,0.3646,0.0,OpenAI,36,36.46,No
277,I will try my best.,ta,புரிந்துகொள்ள முயற்சி செய்,I will try my best.,en,approved,Neutral,General,நான் என் சிறந்த முயற்சியை செய்வேன்.,36,,0,0.0,0.0,0.5631,0.0,0.2815,0.0,OpenAI,36,28.15,No
278,Is it?,ta,அடுத்த முறை அதிர்ஷ்டத்தை முயற்சி செய்,Is it?,tl,approved,Short/Simple,General,அது உண்மையா?,28,,0,0.0,0.0,0.7335,0.0,0.3668,0.0,OpenAI,28,36.68,No
279,It’s quarter past 10.,ta,உன் மூளைப் பயன்படுத்து,Its quarter past 10.,fr,approved,Neutral,General,இது 10 மணிக்கு 15 நிமிடங்கள் ஆகிறது.,40,,0,0.0,0.0,0.2813,0.0,0.1407,0.0,OpenAI,40,14.07,No
280,Don’t jump the queue.,ta,இடத்தை காலி செய்,Dont jump the queue.,fr,approved,Neutral,General,வரிசையை கடக்காதே.,32,,0,0.0,0.0,0.7331,0.0,0.3666,0.0,OpenAI,32,36.66,No
281,Leave me alone.,ta,ஒரு நிமிடம் காத்திரு,Leave me alone.,fr,approved,Short/Simple,General,என்னை தனியாக விடுங்கள்.,29,,0,0.0,0.0,0.7486,0.0,0.3743,0.0,OpenAI,29,37.43,No
282,Let it be.,ta,"கவனியுங்கள், இந்த இடம் வழுக்கும்",Let it be.,nl,approved,Short/Simple,General,அதை விடுங்கள்.,27,,0,0.0,0.0,0.6988,0.0,0.3494,0.0,OpenAI,27,34.94,No
283,Let me see.,ta,என்ன ஒரு பரிதாபம்,Let me see.,af,approved,Short/Simple,General,எனக்கு பார்க்க விடுங்கள்.,29,,0,0.0,0.0,0.8346,0.0,0.4173,0.0,OpenAI,29,41.73,No
284,Listen to me.,ta,என்ன ஒரு அவமானம்,Listen to me.,nl,approved,Short/Simple,General,என்னை கேளுங்கள்.,28,,0,0.0,0.0,0.8635,0.0,0.4317,0.0,OpenAI,28,43.17,No
285,Long-time no see.,ta,என்ன ஒரு யோசனை,Longtime no see.,it,approved,Short/Simple,General,நீண்ட காலமாக காணவில்லை.,31,,0,0.0,0.0,0.7418,0.0,0.3709,0.0,OpenAI,31,37.09,No
286,Many happy returns of the day!,ta,என்னால் என்ன செய்ய முடியும்,Many happy returns of the day!,en,approved,Neutral,General,இன்று உங்களுக்கு பல சந்தோஷமான பிறந்த நாள்கள்!,39,,0,0.0,0.0,0.6293,0.0,0.3146,0.0,OpenAI,39,31.46,No
287,May God bless you!,ta,நீங்கள் என்ன சொல்கிறீர்கள்?,May God bless you!,en,approved,Neutral,General,கடவுள் உங்களை ஆசீர்வதிக்கட்டும்!,37,,0,0.0,0.0,0.4087,0.0,0.2044,0.0,OpenAI,37,20.44,No
288,May I help you?,ta,என்ன முட்டாள்தனம்,May I help you?,en,approved,Neutral,General,நான் உங்களுக்கு உதவ முடியுமா?,33,,0,0.0,0.0,0.8541,0.0,0.427,0.0,OpenAI,33,42.7,No
289,Mind your own business.,ta,இன்றைய நாள் என்ன?,Mind your own business.,en,approved,Slang/Code-Mixed,Chat,உங்கள் சொந்த வேலைகளை கவனிக்கவும்.,35,,0,0.0,0.0,0.6433,0.0,0.3216,0.0,OpenAI,35,32.16,No
290,"Move aside, please.",ta,நேரம் என்ன?,"Move aside, please.",en,approved,Short/Simple,General,தயவுசெய்து பக்கம் செல்.,35,,0,0.0,0.0,0.7161,0.0,0.3581,0.0,OpenAI,35,35.81,No
291,Never mind.,ta,யார் கவலைப்படுகிறார்கள்?,Never mind.,da,approved,Short/Simple,General,பேச வேண்டாம்.,27,,0,0.0,0.0,0.6492,0.0,0.3246,0.0,OpenAI,27,32.46,No
292,"No, Not at all.",ta,யார் அங்கே?,"No, Not at all.",en,approved,Neutral,General,"இல்லை, ஒருபோதும் இல்லை.",34,,0,0.0,0.0,0.3593,0.0,0.1796,0.0,OpenAI,34,17.96,No
293,Nothing special.,ta,இது யார்? இது நான்,Nothing special.,en,approved,Short/Simple,General,எதுவும் விசேஷமில்லை.,31,,0,0.0,0.0,0.242,0.0,0.121,0.0,OpenAI,31,12.1,No
294,Of course.,ta,யாருக்கு தெரியும்?,Of course.,fr,approved,Short/Simple,General,கண்டிப்பாக.,26,,0,0.0,0.0,0.2564,0.0,0.1282,0.0,OpenAI,26,12.82,No
295,Rest assured.,ta,கொஞ்சம் தேநீர் வேண்டுமா?,Rest assured.,en,approved,Short/Simple,General,உறுதியாக இருங்கள்.,28,,0,0.0,0.0,0.3294,0.0,0.1647,0.0,OpenAI,28,16.47,No
296,See you again. See you later.,ta,நீங்கள் தவறாக நினைக்கிறீர்கள்,See you again. See you later.,id,approved,Slang/Code-Mixed,Chat,மீண்டும் சந்திப்போம். பிறகு சந்திப்போம்.,39,,0,0.0,0.0,0.2451,0.0,0.1226,0.0,OpenAI,39,12.26,No
297,Shall we start?,ta,நீ நகைச்சுவை செய்கிறாய்,Shall we start?,en,approved,Short/Simple,General,நாம் தொடங்கலாமா?,31,,0,0.0,0.0,0.5629,0.0,0.2814,0.0,OpenAI,31,28.14,No
298,Sorry for the inconvenience.,ta,இந்த பொருளுக்கு அதிக தேவை உள்ளது,Sorry for the inconvenience.,en,approved,Neutral,General,மன்னிக்கவும் உங்களுக்கு ஏற்படுத்திய அசௌகரியத்திற்கு.,40,,0,0.0,0.0,0.7222,0.0,0.3611,0.0,OpenAI,40,36.11,No
299,Speak your mind.,ta,தளபாடங்கள் இங்கே மலிவானவை,Speak your mind.,tr,approved,Short/Simple,Chat,உங்கள் மனதை வெளிப்படுத்துங்கள்.,31,,0,0.0,0.0,0.7993,0.0,0.3997,0.0,OpenAI,31,39.97,No
300,Switch off the light.,ta,கண்ணாடி உடையக்கூடியது,Switch off the light.,en,approved,Neutral,General,ஒளியை அணைக்கவும்.,30,,0,0.0,0.0,0.898,0.0,0.449,0.0,OpenAI,30,44.9,No
301,Switch on the light.,ta,அவர் மிகவும் கூர்மையானவர்,Switch on the light.,en,approved,Neutral,General,ஒளியை அணுகவும்.,30,,0,0.0,0.0,0.3734,0.0,0.1867,0.0,OpenAI,30,18.67,No
302,Think twice before you speak.,ta,இந்த பெண் மிகவும் படிப்பாளி,Think twice before you speak.,en,approved,Slang/Code-Mixed,Chat,நீங்கள் பேசுவதற்கு முன் இரண்டு முறை யோசிக்கவும்.,41,,0,0.0,0.0,0.8336,0.0,0.4168,0.0,OpenAI,41,41.68,No
303,Touch wood.,ta,இந்த தளபாடங்கள் மிகவும் உறுதியானவை,Touch wood.,en,approved,Short/Simple,General,கொம்பு தொடு.,28,,0,0.0,0.0,0.4304,0.0,0.2152,0.0,OpenAI,28,21.52,No
304,Try to understand.,ta,அவர் ஒரு கஞ்சன்,Try to understand.,en,approved,Short/Simple,General,புரிந்துகொள்ள முயற்சிக்கவும்.,33,,0,0.0,0.0,0.8635,0.0,0.4317,0.0,OpenAI,33,43.17,No
305,Are those people better than these?,hi,क्या वे लोग इनसे ज़्यादा अच्छे हैं?,Are those people better than these?,en,approved,Neutral,General,क्या वे लोग इनसे बेहतर हैं?,33,,0,0.4548,0.0,0.9155,0.0,0.6851,0.0,OpenAI,33,68.51,No
306,This woman is less active than that woman.,hi,यह औरत उस औरत से कम चुस्त है।,This woman is less active than that woman.,en,approved,Neutral,General,यह महिला उस महिला की तुलना में कम सक्रिय है।,38,,0,0.0298,0.0,0.8362,0.0,0.433,0.0,OpenAI,38,43.3,No
307,Do you like Delhi?,hi,क्या आपको दिल्ली पसंद है?,Do you like Delhi?,sw,approved,Slang/Code-Mixed,Chat,क्या आपको दिल्ली पसंद है?,29,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,29,100.0,Yes
308,Rakesh doesn’t like this girl.,hi,राकेश को यह लड़की पसंद नहीं।,Rakesh doesnt like this girl.,en,approved,Neutral,General,राकेश को यह लड़की पसंद नहीं है।,37,,0,0.6148,0.0,0.9953,0.0,0.8051,0.0,OpenAI,37,80.51,No
309,You like to stroll in the garden.,hi,तुझे बाग में सैर करना पसंद है।,You like to stroll in the garden.,en,approved,Slang/Code-Mixed,Chat,आपको बगीचे में टहलना पसंद है।,38,,0,0.0809,0.0,0.8329,0.0,0.4569,0.0,OpenAI,38,45.69,No
310,He/She likes our work.,hi,उसे हमारा काम अच्छा लगता है।,HeShe likes our work.,af,approved,Slang/Code-Mixed,Chat,उसे हमारा काम पसंद है।,32,,0,0.2339,0.0,0.9035,0.0,0.5687,0.0,OpenAI,32,56.87,No
311,This girl doesn’t like Rakesh.,hi,इस लड़की को राकेश अच्छा नहीं लगता।,This girl doesnt like Rakesh.,af,approved,Neutral,General,यह लड़की राकेश को पसंद नहीं करती।,37,,0,0.0467,0.0,0.9124,0.0,0.4795,0.0,OpenAI,37,47.95,No
312,Do you like to drive?,hi,तुम्हें गाड़ी चलाना अच्छा लगता है?,Do you like to drive?,sl,approved,Slang/Code-Mixed,Chat,क्या आपको गाड़ी चलाना पसंद है?,33,,0,0.0955,0.0,0.8299,0.0,0.4627,0.0,OpenAI,33,46.27,No
313,I like Gaurav.,hi,मैं गौरव को चाहती हूँ।,I like Gaurav.,no,approved,Short/Simple,General,मुझे गौरव पसंद है।,31,,0,0.0626,0.0,0.7464,0.0,0.4045,0.0,OpenAI,31,40.45,No
314,He wants to eat a samosa.,hi,वह समोसा खाना चाहता है।,He wants to eat a samosa.,en,approved,Neutral,General,वह समोसा खाना चाहता है।,35,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,35,100.0,Yes
315,I don’t want to go to the market.,hi,मैं बाज़ार जाना नहीं चाहती।,I dont want to go to the market.,en,approved,Neutral,General,मैं बाजार नहीं जाना चाहता।,34,,0,0.0707,0.0,0.9922,0.0,0.5315,0.0,OpenAI,34,53.15,No
